postcode,provincie,stad
9104,Friesland,Damwoude
9105,Friesland,Rinsumageest
9106,Friesland,Sijbrandahuis
9107,Friesland,Jannum
9108,Friesland,Broeksterwoude
9109,Friesland,De Valom
9110,Friesland,Burdaard
9111,Friesland,Burdaard
9112,Friesland,Burdaard
9113,Friesland,Wouterswoude
9114,Friesland,Driesum
9121,Friesland,Aalzum
9122,Friesland,Wetzens
9123,Friesland,Metslawier
9124,Friesland,Jouswier
9125,Friesland,Oostrum (FRL)
9130,Friesland,Ee
9131,Friesland,Ee
9132,Friesland,Engwierum
9133,Friesland,Anjum
9134,Friesland,Lioessens
9135,Friesland,Morra
9136,Friesland,Paesens
9137,Friesland,Oosternijkerk
9138,Friesland,Niawier
9141,Friesland,Wierum
9142,Friesland,Moddergat
9143,Friesland,Nes Gemeente Dongeradeel
9144,Friesland,Hantumhuizen
9145,Friesland,Ternaard
9146,Friesland,Hantumeruitburen
9147,Friesland,Hantum
9148,Friesland,Hiaure
9150,Friesland,Holwerd
9151,Friesland,Holwerd
9152,Friesland,Waaxens Gemeente Dongeradeel
9153,Friesland,Brantgum
9154,Friesland,Foudgum
9155,Friesland,Raard
9156,Friesland,Bornwird
9160,Friesland,Hollum
9161,Friesland,Hollum
9162,Friesland,Ballum
9163,Friesland,Nes Ameland
9164,Friesland,Buren (FRL)
9166,Friesland,Schiermonnikoog
9170,Friesland,Blije
9171,Friesland,Blije
9172,Friesland,Ferwert
9173,Friesland,Hegebeintum
9174,Friesland,Ginnum
9175,Friesland,Reitsum
9176,Friesland,Lichtaard
9177,Friesland,Jislum
9178,Friesland,Wanswert
9200,Friesland,Drachten
9201,Friesland,Drachten
9202,Friesland,Drachten
9203,Friesland,Drachten
9204,Friesland,Drachten
9205,Friesland,Drachten
9206,Friesland,Drachten
9207,Friesland,Drachten
9211,Friesland,Kortehemmen
9212,Friesland,Boornbergum
9213,Friesland,De Wilgen
9214,Friesland,Smalle Ee
9215,Friesland,De Veenhoop
9216,Friesland,Oudega Gemeente Smallingerland
9217,Friesland,Nijega
9218,Friesland,Opeinde
9219,Friesland,De Tike
9220,Friesland,Rottevalle
9221,Friesland,Rottevalle
9222,Friesland,Drachtstercompagn
9223,Friesland,Houtigehage
9230,Friesland,Surhuisterveen
9231,Friesland,Surhuisterveen
9233,Friesland,Boelenslaan
9240,Friesland,Wijnjewoude
9241,Friesland,Wijnjewoude
9243,Friesland,Bakkeveen
9244,Friesland,Beetsterzwaag
9245,Friesland,Nij Beets
9246,Friesland,Olterterp
9247,Friesland,Ureterp
9248,Friesland,Siegerswoude
9249,Friesland,Frieschepalen
9250,Friesland,Burgum
9251,Friesland,Burgum
9254,Friesland,Hurdegarijp
9255,Friesland,Tytsjerk
9256,Friesland,Ryptsjerk
9257,Friesland,Noardburgum
9258,Friesland,Jistrum
9260,Friesland,Eastermar
9261,Friesland,Eastermar
9262,Friesland,Sumar
9263,Friesland,Garijp
9264,Friesland,Earnewald
9265,Friesland,Suwald
9269,Friesland,Veenwouden
9270,Friesland,Zwaagwesteinde
9271,Friesland,Zwaagwesteinde
9280,Friesland,Harkema
9281,Friesland,Harkema
9283,Friesland,Surhuizum
9284,Friesland,Augustinusga
9285,Friesland,Buitenpost
9286,Friesland,Twijzel
9287,Friesland,Twijzelerheide
9288,Friesland,Kootstertille
9289,Friesland,Drogeham
9290,Friesland,Kollum
9291,Friesland,Kollum
9292,Friesland,Augsbuurt
9293,Friesland,Kollumerpomp
9294,Friesland,Oudwoude
9295,Friesland,Westergeest
9296,Friesland,Triemen
9297,Friesland,Veenklooster
9298,Friesland,Kollumerzwaag
9299,Friesland,Zwagerbosch
9300,Drenthe,Roden
9301,Drenthe,Roden
9302,Drenthe,Roden
9304,Drenthe,Lieveren
9305,Drenthe,Roderesch
9306,Drenthe,Alteveer Gemeente Noordenveld
9307,Drenthe,Steenbergen (DR)
9311,Drenthe,Nieuw Roden
9312,Drenthe,Nietap
9313,Drenthe,Leutingewolde
9314,Drenthe,Foxwolde
9315,Drenthe,Roderwolde
9320,Drenthe,Peize
9321,Drenthe,Peize
9330,Drenthe,Norg
9331,Drenthe,Norg
9333,Drenthe,Langelo (DR)
9334,Drenthe,Peest
9335,Drenthe,Zuidvelde
9336,Drenthe,Huis Ter Heide (DR)
9337,Drenthe,Westervelde
9340,Drenthe,Veenhuizen
9341,Drenthe,Veenhuizen
9342,Drenthe,Een
9343,Drenthe,Een West
9350,Groningen,Leek
9351,Groningen,Leek
9354,Groningen,Zevenhuizen (GN)
9355,Groningen,Midwolde
9356,Groningen,Tolbert
9359,Groningen,Boerakker Gemeente Leek
9361,Groningen,Boerakker
9362,Groningen,Boerakker
9363,Groningen,Marum
9364,Groningen,Nuis
9365,Groningen,Niebert
9366,Groningen,Jonkersvaart
9367,Groningen,De Wilp (GN)
9400,Drenthe,Assen
9401,Drenthe,Assen
9402,Drenthe,Assen
9403,Drenthe,Assen
9404,Drenthe,Assen
9405,Drenthe,Assen
9406,Drenthe,Assen
9407,Drenthe,Assen
9408,Drenthe,Assen
9409,Drenthe,Loon
9410,Drenthe,Beilen
9411,Drenthe,Beilen
9412,Drenthe,Beilen
9413,Drenthe,Beilen
9414,Drenthe,Hooghalen
9415,Drenthe,Hijken
9416,Drenthe,Oranje
9417,Drenthe,Spier
9418,Drenthe,Wijster
9419,Drenthe,Drijber
9420,Drenthe,Bovensmilde
9421,Drenthe,Bovensmilde
9422,Drenthe,Smilde
9423,Drenthe,Hoogersmilde
9430,Drenthe,Westerbork
9431,Drenthe,Westerbork
9432,Drenthe,Zuidveld
9433,Drenthe,Zwiggelte
9434,Drenthe,Eursinge
9435,Drenthe,Bruntinge
9436,Drenthe,Mantinge
9437,Drenthe,Balinge
9438,Drenthe,Garminge
9439,Drenthe,Witteveen
9441,Drenthe,Orvelte
9442,Drenthe,Elp
9443,Drenthe,Schoonloo
9444,Drenthe,Grolloo
9445,Drenthe,Vredenheim
9446,Drenthe,Amen
9447,Drenthe,Papenvoort
9448,Drenthe,Marwijksoord
9449,Drenthe,Nooitgedacht
9450,Drenthe,Rolde
9451,Drenthe,Rolde
9452,Drenthe,Nijlande
9453,Drenthe,Eldersloo
9454,Drenthe,Ekehaar
9455,Drenthe,Geelbroek
9456,Drenthe,Eleveld
9457,Drenthe,Deurze
9458,Drenthe,Balloo
9459,Drenthe,Balloerveld
9460,Drenthe,Gieten
9461,Drenthe,Gieten
9462,Drenthe,Gasselte
9463,Drenthe,Eext
9464,Drenthe,Eexterzandvoort
9465,Drenthe,Anderen
9466,Drenthe,Gasteren
9467,Drenthe,Anloo
9468,Drenthe,Annen
9469,Drenthe,Schipborg
9470,Drenthe,Zuidlaren
9471,Drenthe,Zuidlaren
9472,Drenthe,Zuidlaren
9473,Drenthe,De Groeve
9474,Drenthe,Zuidlaarderveen
9475,Drenthe,Midlaren
9479,Groningen,Noordlaren
9480,Drenthe,Vries
9481,Drenthe,Vries
9482,Drenthe,Tijnaarlo
9483,Drenthe,Zeegse
9484,Drenthe,Oudemolen (DR)
9485,Drenthe,Taarlo
9486,Drenthe,Rhee
9487,Drenthe,Ter Aard
9488,Drenthe,Zeijerveld
9489,Drenthe,Zeijerveen
9490,Drenthe,Zeijen
9491,Drenthe,Zeijen
9492,Drenthe,Ubbena
9493,Drenthe,De Punt
9494,Drenthe,IJde
9495,Drenthe,Winde
9496,Drenthe,Bunne
9497,Drenthe,Donderen
9500,Groningen,Stadskanaal
9501,Groningen,Stadskanaal
9502,Groningen,Stadskanaal
9503,Groningen,Stadskanaal
9510,Drenthe,Gieterveen
9511,Drenthe,Gieterveen
9512,Drenthe,Nieuwediep
9514,Drenthe,Gasselternijveen
9515,Drenthe,Gasselternijveenschemond
9520,Drenthe,Nieuw Buinen
9521,Drenthe,Nieuw Buinen
9523,Drenthe,Drouwenermond
9524,Drenthe,Buinerveen
9525,Drenthe,Drouwenerveen
9526,Drenthe,Bronnegerveen
9527,Drenthe,Bronneger
9528,Drenthe,Buinen
9530,Drenthe,Borger
9531,Drenthe,Borger
9533,Drenthe,Drouwen
9534,Drenthe,Westdorp
9535,Drenthe,Ellertshaar
9536,Drenthe,Ees
9537,Drenthe,Eesergroen
9540,Groningen,Vlagtwedde
9541,Groningen,Vlagtwedde
9545,Groningen,Bourtange
9550,Groningen,Sellingen
9551,Groningen,Sellingen
9560,Groningen,Ter Apel
9561,Groningen,Ter Apel
9563,Groningen,Ter Apelkanaal
9564,Drenthe,Zandberg (DR)
9566,Groningen,Veelerveen
9570,Drenthe,Tweede Exloermond
9571,Drenthe,Tweede Exloermond
9573,Drenthe,Eerste Exloermond
9574,Drenthe,Exloerveen
9580,Groningen,Musselkanaal
9581,Groningen,Musselkanaal
9584,Groningen,Mussel
9585,Groningen,Vledderveen (GN)
9590,Groningen,Onstwedde
9591,Groningen,Onstwedde
9600,Groningen,Hoogezand
9601,Groningen,Hoogezand
9602,Groningen,Hoogezand
9603,Groningen,Hoogezand
9605,Groningen,Kiel Windeweer
9606,Groningen,Kropswolde
9607,Groningen,Foxhol
9608,Groningen,Westerbroek
9609,Groningen,Waterhuizen
9610,Groningen,Sappemeer
9611,Groningen,Sappemeer
9615,Groningen,Kolham
9616,Groningen,Scharmer
9617,Groningen,Harkstede
9618,Groningen,Woudbloem
9619,Groningen,Froombosch
9620,Groningen,Slochteren
9621,Groningen,Slochteren
9623,Groningen,Lageland
9624,Groningen,Luddeweer
9625,Groningen,Overschild
9626,Groningen,Schildwolde
9627,Groningen,Hellum
9628,Groningen,Siddeburen
9629,Groningen,Steendam
9631,Groningen,Borgercompagnie
9632,Groningen,Borgercompagnie
9633,Groningen,Tripscompagnie
9635,Groningen,Noordbroek
9636,Groningen,Zuidbroek
9640,Groningen,Veendam
9641,Groningen,Veendam
9642,Groningen,Veendam
9644,Groningen,Veendam
9645,Groningen,Veendam
9646,Groningen,Veendam
9648,Groningen,Wildervank
9649,Groningen,Muntendam
9650,Groningen,Meeden
9651,Groningen,Meeden
9654,Drenthe,Annerveensche Kan
9655,Drenthe,Oud Annerveen
9656,Drenthe,Spijkerboor (DR)
9657,Drenthe,Nieuw Annerveen
9658,Drenthe,Eexterveen
9659,Drenthe,Eexterveensche Kan
9660,Groningen,Alteveer (GN)
9661,Groningen,Alteveer (GN)
9662,Groningen,Alteveer (GN)
9663,Groningen,Nieuwe Pekela
9665,Groningen,Oude Pekela
9670,Groningen,Winschoten
9671,Groningen,Winschoten
9672,Groningen,Winschoten
9673,Groningen,Winschoten
9674,Groningen,Winschoten
9675,Groningen,Winschoten
9677,Groningen,Heiligerlee
9678,Groningen,Westerlee (GN)
9679,Groningen,Scheemda
9680,Groningen,Midwolda
9681,Groningen,Midwolda
9682,Groningen,Oostwold Scheemda
9684,Groningen,Finsterwolde
9685,Groningen,Blauwestad
9686,Groningen,Beerta
9687,Groningen,Nieuw Beerta
9688,Groningen,Drieborg
9691,Groningen,Oudezijl
9693,Groningen,Nieuweschans
9695,Groningen,Bellingwolde
9696,Groningen,Oudeschans
9697,Groningen,Blijham
9698,Groningen,Wedde
9699,Groningen,Vriescheloo
9700,Groningen,Groningen
9701,Groningen,Groningen
9702,Groningen,Groningen
9703,Groningen,Groningen
9704,Groningen,Groningen
9711,Groningen,Groningen
9712,Groningen,Groningen
9713,Groningen,Groningen
9714,Groningen,Groningen
9715,Groningen,Groningen
9716,Groningen,Groningen
9717,Groningen,Groningen
9718,Groningen,Groningen
9721,Groningen,Groningen
9722,Groningen,Groningen
9723,Groningen,Groningen
9724,Groningen,Groningen
9725,Groningen,Groningen
9726,Groningen,Groningen
9727,Groningen,Groningen
9728,Groningen,Groningen
9731,Groningen,Groningen
9732,Groningen,Groningen
9733,Groningen,Groningen
9734,Groningen,Groningen
9735,Groningen,Groningen
9736,Groningen,Groningen
9737,Groningen,Groningen
9738,Groningen,Groningen
9741,Groningen,Groningen
9742,Groningen,Groningen
9743,Groningen,Groningen
9744,Groningen,Groningen
9745,Groningen,Groningen
9746,Groningen,Groningen
9747,Groningen,Groningen
9749,Drenthe,Matsloot
9750,Groningen,Haren (GN)
9751,Groningen,Haren (GN)
9752,Groningen,Haren (GN)
9753,Groningen,Haren (GN)
9755,Groningen,Onnen
9756,Groningen,Glimmen
9760,Drenthe,Eelde
9761,Drenthe,Eelde
9765,Drenthe,Paterswolde
9766,Drenthe,Eelderwolde
9770,Groningen,Sauwerd
9771,Groningen,Sauwerd
9773,Groningen,Wetsinge
9774,Groningen,Adorp
9780,Groningen,Bedum
9781,Groningen,Bedum
9784,Groningen,Noordwolde (GN)
9785,Groningen,Zuidwolde (GN)
9790,Groningen,Ten Boer
9791,Groningen,Ten Boer
9792,Groningen,Ten Post
9793,Groningen,Winneweer
9794,Groningen,Lellens
9795,Groningen,Woltersum
9796,Groningen,Sint Annen
9797,Groningen,Thesinge
9798,Groningen,Garmerwolde
9800,Groningen,Zuidhorn
9801,Groningen,Zuidhorn
9804,Groningen,Noordhorn
9805,Groningen,Briltil
9811,Groningen,Enumatil
9812,Groningen,Enumatil
9821,Groningen,Oldekerk
9822,Groningen,Niekerk Grootegast
9824,Groningen,Noordwijk (GN)
9825,Groningen,Lucaswolde
9827,Groningen,Lettelbert
9828,Groningen,Oostwold Gemeente Leek
9830,Groningen,Aduard
9831,Groningen,Aduard
9832,Groningen,Den Horn
9833,Groningen,Den Ham (GN)
9840,Groningen,Niezijl
9841,Groningen,Niezijl
9842,Groningen,Niezijl
9843,Groningen,Grijpskerk
9844,Groningen,Pieterzijl
9845,Groningen,Visvliet
9850,Friesland,Burum
9851,Friesland,Burum
9852,Friesland,Warfstermolen
9853,Friesland,Munnekezijl
9860,Groningen,Grootegast
9861,Groningen,Grootegast
9862,Groningen,Sebaldeburen
9863,Groningen,Doezum
9864,Groningen,Kornhorn
9865,Groningen,Opende
9866,Groningen,Lutjegast
9870,Friesland,Stroobos
9871,Friesland,Stroobos
9872,Friesland,Stroobos
9873,Friesland,Gerkesklooster
9880,Groningen,Kommerzijl
9881,Groningen,Kommerzijl
9882,Groningen,Kommerzijl
9883,Groningen,Oldehove
9884,Groningen,Niehove
9885,Groningen,Lauwerzijl
9886,Groningen,Saaksum
9890,Groningen,Ezinge
9891,Groningen,Ezinge
9892,Groningen,Feerwerd
9893,Groningen,Garnwerd
9900,Groningen,Appingedam
9901,Groningen,Appingedam
9902,Groningen,Appingedam
9903,Groningen,Appingedam
9904,Groningen,Krewerd
9905,Groningen,Holwierde
9906,Groningen,Bierum
9907,Groningen,Losdorp
9908,Groningen,Godlinze
9909,Groningen,Spijk (GN)
9911,Groningen,Oosterwijtwerd
9912,Groningen,Leermens
9913,Groningen,Eenum
9914,Groningen,Zeerijp
9915,Groningen,T Zandt (GN)
9917,Groningen,Wirdum (GN)
9918,Groningen,Garrelsweer
9919,Groningen,Loppersum
9920,Groningen,Stedum
9921,Groningen,Stedum
9922,Groningen,Westeremden
9923,Groningen,Garsthuizen
9924,Groningen,Startenhuizen Gemeente Loppersum
9925,Groningen,Startenhuizen
9930,Groningen,Delfzijl
9931,Groningen,Delfzijl
9932,Groningen,Delfzijl
9933,Groningen,Delfzijl
9934,Groningen,Delfzijl
9936,Groningen,Farmsum
9937,Groningen,Meedhuizen
9939,Groningen,Tjuchem
9942,Groningen,T Waar
9943,Groningen,Nieuw Scheemda
9944,Groningen,Nieuwolda
9945,Groningen,Wagenborgen
9946,Groningen,Woldendorp
9947,Groningen,Termunten
9948,Groningen,Termunterzijl
9949,Groningen,Borgsweer
9950,Groningen,Winsum (GN)
9951,Groningen,Winsum (GN)
9953,Groningen,Baflo
9954,Groningen,Tinallinge
9955,Groningen,Rasquert
9956,Groningen,Den Andel
9957,Groningen,Saaxumhuizen
9959,Groningen,Onderdendam
9960,Groningen,Mensingeweer
9961,Groningen,Mensingeweer
9962,Groningen,Schouwerzijl
9963,Groningen,Warfhuizen
9964,Groningen,Wehe Den Hoorn
9965,Groningen,Leens
9966,Groningen,Zuurdijk
9967,Groningen,Eenrum
9968,Groningen,Pieterburen
9969,Groningen,Westernieland
9970,Groningen,Ulrum
9971,Groningen,Ulrum
9972,Groningen,Niekerk De Marne
9973,Groningen,Houwerzijl
9974,Groningen,Zoutkamp
9975,Groningen,Vierhuizen
9976,Groningen,Lauwersoog
9977,Groningen,Kloosterburen
9978,Groningen,Hornhuizen
9979,Groningen,Eemshaven
9980,Groningen,Uithuizen
9981,Groningen,Uithuizen
9982,Groningen,Uithuizermeeden
9983,Groningen,Roodeschool
9984,Groningen,Oudeschip
9985,Groningen,Oosternieland
9986,Groningen,Oldenzijl
9987,Groningen,Zijldijk
9988,Groningen,Usquert
9989,Groningen,Warffum
9990,Groningen,Middelstum
9991,Groningen,Middelstum
9992,Groningen,Huizinge
9993,Groningen,Westerwijtwerd
9994,Groningen,Toornwerd
9995,Groningen,Kantens
9996,Groningen,Eppenhuizen
9997,Groningen,Zandeweer
9998,Groningen,Rottum (GN)
9999,Groningen,Stitswerd
