,VERTROUWELIJK - alleen gebruiken binnen doelstelling en afspraken,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55
28,LV-54,False,,False,2020-10-22 09:06:27.400000,,2019-01-02 13:04:15.512000,2019-01-02 13:06:07.800000,2019-01-09 13:21:12.806000,2019-01-10 16:05:09.637000,2019-04-09 06:34:50.493000,2019-04-10 06:48:13.294000,2019-04-09 06:35:21.819000,2019-04-09 07:42:40.102000,2019-06-07 07:01:59.275000,2019-06-11 06:43:40.362000,2019-06-14 15:13:20.372000,2019-08-14 09:28:03.959000,2019-06-20 09:45:52.727000,25,Gemeente Gooise Meren,307,Gooise Meren,GOOISEMEREN00037,5.16142291943506,52.2723498488741,Mariastraat,22,1404 HN,Bussum,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2019-02-13 00:00:00,2019-03-27 00:00:00,False,2019-04-09 00:00:00,2019-06-13 00:00:00,2019-06-14 00:00:00,PP001985,,2019-06-14 00:00:00
29,LV-58,False,,False,2020-10-22 09:06:27.400000,,2019-01-03 15:21:29.935000,2019-01-07 15:35:26.387000,2019-01-14 12:49:39.646000,2019-01-15 08:41:36.167000,2019-03-14 08:55:57.898000,2019-03-21 15:02:59.201000,2019-04-25 07:56:48.766000,2019-04-25 13:15:00.961000,2019-05-24 12:46:20.562000,2019-06-14 08:07:00.223000,2019-06-27 07:40:30.867000,2019-08-14 09:29:47.516000,2019-07-05 08:09:51.194000,45,Gemeente Medemblik,351,Medemblik,MEDEMBLIK00003,5.02689203559099,52.6837796729003,Sportlaan,50,1687 BR,Wognum,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2019-03-14 00:00:00,2019-04-25 00:00:00,False,2019-03-20 00:00:00,2019-06-25 00:00:00,2019-06-26 00:00:00,PP002092,,2019-06-26 00:00:00
30,LV-59,False,,False,2020-10-22 09:06:27.400000,,2019-01-04 12:50:18.862000,2019-01-04 12:53:38.765000,2019-01-09 13:20:00.613000,2019-02-21 14:50:17.428000,2019-03-27 09:32:45.482000,2019-03-28 09:40:14.440000,2019-05-28 09:15:57.433000,2019-05-28 09:20:55.225000,2019-07-31 13:28:49.200000,2019-08-05 08:58:00.609000,2019-09-09 07:46:54.037000,2019-10-17 14:01:27.690000,2019-09-16 07:08:51.997000,42,Gemeente Lelystad,167,Lelystad,LELYSTAD00027,5.46706806531952,52.5212784817465,Karveel 06,12,8231 AH,Lelystad,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2019-03-20 00:00:00,2019-05-02 00:00:00,False,2019-03-28 00:00:00,2019-09-06 00:00:00,2019-09-09 00:00:00,PP002199,,2019-09-09 00:00:00
31,LV-70,False,,False,2021-06-30 11:37:01.576000,,2019-01-08 10:16:52.562000,2019-04-18 08:43:13.848000,2019-04-24 08:47:34.227000,2019-05-06 06:32:02.219000,2019-05-23 06:20:09.924000,2019-06-03 08:44:42.920000,2019-05-23 06:20:59.119000,2019-05-27 07:01:27.089000,2019-10-03 06:55:24.474000,2019-10-17 05:55:07.442000,2019-10-14 15:58:57.540000,2019-10-21 07:43:20.895000,2019-10-17 05:57:18.983000,71,Gemeente Wijdemeren,305,Wijdemeren,WIJDEMEREN00009,5.11576795578856,52.236790244201,Zuidsingel,54,1241 HD,Kortenhoef,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2019-01-10 00:00:00,2019-02-28 00:00:00,False,2019-06-03 00:00:00,2019-10-14 00:00:00,2019-10-14 00:00:00,PP004019,,2019-10-15 00:00:00
32,LV-71,False,,False,2020-10-22 09:06:27.400000,,2019-01-08 10:32:20.878000,2019-01-08 10:33:47.705000,2019-01-09 14:12:19.356000,2019-01-10 16:10:39.649000,2019-01-21 10:50:10.863000,2019-02-06 09:02:53.564000,2019-03-14 08:44:16.386000,2019-03-18 12:55:55.847000,2019-04-30 10:22:09.498000,2019-05-14 08:38:54.670000,2019-05-22 07:09:43.902000,2019-08-14 09:31:54.820000,2019-07-04 09:11:58.272000,52,Gemeente Oudewater,300,Oudewater,OUDEWATER00001,4.87457605112853,52.028695444986,Grommer,2,3421 KN,Oudewater,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2019-01-31 00:00:00,2019-03-14 00:00:00,False,2019-02-05 00:00:00,2019-05-15 00:00:00,2019-05-16 00:00:00,PP001822,,2019-05-16 00:00:00
33,LV-72,False,,False,2020-10-22 09:06:27.400000,,2019-01-08 12:42:14.592000,2019-01-22 15:05:59.178000,2019-01-28 10:22:11.338000,2019-01-28 10:22:13.289000,2019-02-21 11:00:07.333000,2019-03-05 09:28:34.493000,2019-04-10 07:31:56.116000,2019-04-10 07:32:28.642000,2019-08-01 06:42:42.887000,2019-08-27 12:24:44.958000,2019-09-12 11:41:30.965000,2019-10-17 14:19:56.548000,2019-09-24 08:07:03.059000,30,Gemeente Dijk en Waard,336,Dijk en Waard,HEERHUGOWAARD00016,4.82663157618629,52.6484193319233,Clara Wichmanntuin,2,1705 JZ,Heerhugowaard,False,<nil>,Hoek Huygenhoekring - Anna Heringa Jongbloedtuin,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2019-03-19 00:00:00,2019-04-02 00:00:00,False,2019-02-28 00:00:00,2019-09-11 00:00:00,2019-09-12 00:00:00,PP002188,,2019-09-12 00:00:00
34,LV-74,False,,False,2020-10-22 09:06:27.400000,,2019-01-08 13:05:31.620000,2019-01-11 15:57:10.308000,2019-01-14 12:05:38.029000,2019-01-15 08:44:12.624000,2019-03-26 13:45:19.626000,2019-03-26 13:45:25.953000,2019-05-02 14:21:40.645000,2019-05-06 14:37:17.170000,2019-05-24 07:23:02.650000,2019-06-20 09:01:43.658000,2019-06-19 08:33:21.597000,2019-08-14 09:33:33.512000,2019-07-01 07:24:05.430000,42,Gemeente Lelystad,167,Lelystad,LELYSTAD00018,5.4475732,52.49461401,Walcheren,21,8245 GL,Lelystad,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2019-03-19 00:00:00,2019-04-30 00:00:00,False,2019-03-20 00:00:00,2019-06-17 00:00:00,2019-06-19 00:00:00,PP001972,,2019-06-19 00:00:00
35,LV-75,False,,False,2021-09-30 11:45:06.544000,,2019-01-09 07:34:05.966000,2019-03-15 09:05:20.714000,2019-05-07 14:34:28.595000,2019-05-07 14:34:30.471000,2019-05-15 09:10:48.875000,2019-05-22 12:19:52.271000,2019-06-07 11:53:26.595000,2019-06-11 05:01:19.515000,2019-06-24 13:41:20.896000,2019-07-15 07:15:18.638000,2019-07-12 15:41:10.241000,2019-08-14 09:35:32.556000,2019-07-15 07:15:23.941000,25,Gemeente Gooise Meren,307,Gooise Meren,GOOISEMEREN00038,5.14985561,52.29084454,Prinses Irenehof,2,1411 CD,Naarden,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2019-04-17 00:00:00,2019-05-29 00:00:00,False,2019-04-09 00:00:00,2019-07-11 00:00:00,2019-07-12 00:00:00,PP002056,,2019-07-12 00:00:00
36,LV-79,False,,False,2020-10-22 09:06:27.400000,,2019-01-09 13:30:43.661000,2019-03-13 07:27:32.338000,2019-03-18 10:31:58.687000,2019-03-25 08:27:20.318000,2019-03-26 07:38:36.812000,2019-04-10 06:49:41.132000,2019-03-26 07:38:55.320000,2019-03-26 08:16:08.172000,2019-05-24 12:46:47.293000,2019-06-28 07:10:04.226000,2019-06-27 07:39:28.741000,2019-08-14 09:37:32.024000,2020-07-27 08:29:05.810000,34,Gemeente Hoorn,340,Hoorn,HOORN00012,5.08709019083942,52.6734268361627,Dijkgraaf,119,1689 WH,Zwaag,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2019-02-06 00:00:00,2019-03-20 00:00:00,False,2019-04-09 00:00:00,2019-06-25 00:00:00,2019-06-26 00:00:00,PP002094,,2019-06-26 00:00:00
37,LV-81,False,,False,2020-10-22 09:06:27.400000,,2019-01-09 15:20:49.441000,2019-02-12 11:47:25.929000,2019-02-12 11:47:52.477000,2019-02-12 13:48:37.871000,2019-03-11 12:46:31.867000,2019-03-11 12:46:46.468000,2019-08-29 07:48:47.215000,2019-08-29 11:35:42.820000,2019-10-11 11:51:24.488000,2019-11-26 14:17:40.290000,2019-10-11 11:51:29.940000,2019-11-26 14:17:57.442000,2020-07-27 14:26:28.080000,85,De BUCH,337,Heiloo,HEILOO00012,4.68398984941264,52.5984368193305,Vredenoord,103,1852 WJ,Heiloo,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2019-03-11 00:00:00,2019-04-22 00:00:00,False,2019-03-11 00:00:00,2019-10-11 00:00:00,2019-10-11 00:00:00,PP004023,,2019-10-11 00:00:00
38,LV-83,False,,False,2020-10-22 09:06:27.400000,,2019-01-09 15:57:06.697000,2019-01-09 15:58:41.203000,2019-01-21 12:28:34.504000,2019-01-21 13:41:48.037000,2019-02-21 07:52:42.386000,2019-03-05 09:31:56.457000,2019-08-29 07:59:32.200000,2019-08-29 11:44:26.658000,2019-10-07 11:07:07.772000,2020-02-05 15:02:12.470000,2019-10-25 12:21:34.947000,2020-01-23 13:45:39.291000,2020-07-27 14:26:59.002000,85,De BUCH,337,Heiloo,HEILOO00008,4.70806394698364,52.5879682085214,De Boog,49,1851 ZS,Heiloo,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2019-02-01 00:00:00,2019-03-15 00:00:00,False,2019-02-28 00:00:00,2019-10-25 00:00:00,2019-10-25 00:00:00,PP004073,,2019-10-25 00:00:00
39,LV-84,False,"De laadpaal staat gepland temidden van een nieuwbouw project.
Er zal een nieuw locatie voorstel moeten worden gedaan.

Excusses voor het ongemak.
Groet Wouter",True,2021-02-24 10:54:03.963000,,2019-01-10 10:29:11.476000,2019-10-14 15:37:16.863000,2019-12-09 08:25:53.392000,2019-12-11 14:37:48.798000,2020-05-27 08:49:02.006000,2020-05-28 11:42:39.953000,2020-05-27 08:49:07.796000,2020-05-28 12:41:22.812000,2020-07-02 10:38:01.464000,2020-08-02 11:39:55.192000,2020-08-21 11:58:19.056000,2020-08-24 07:35:07.480000,2021-02-24 10:54:03.974000,85,De BUCH,337,Heiloo,HEILOO00009,4.71108906795397,52.6069561126333,Vinkebaan,2,1851 TB,Heiloo,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2019-07-17 00:00:00,2019-08-28 00:00:00,False,2020-05-28 00:00:00,2020-08-21 00:00:00,2020-08-21 00:00:00,PP005435,,2020-08-21 00:00:00
40,LV-85,False,,False,2020-10-22 09:06:27.400000,,2019-01-10 11:05:44.780000,2019-01-10 11:06:41.526000,2019-01-21 12:29:03.228000,2019-01-21 13:52:09.679000,2019-02-21 07:54:03.927000,2019-03-05 09:47:15.942000,2019-08-29 08:00:46.279000,2019-08-29 11:50:08.029000,2019-10-07 11:07:39.766000,2020-02-05 15:01:37.221000,2019-10-25 07:56:32.899000,2020-01-23 13:40:07.934000,2020-07-27 14:26:42.436000,85,De BUCH,337,Heiloo,HEILOO00007,4.68844306857361,52.5995926904355,Termijen,84,1852 TE,Heiloo,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2019-02-01 00:00:00,2019-03-15 00:00:00,False,2019-02-28 00:00:00,2019-10-25 00:00:00,2019-10-25 00:00:00,PP004064,,2019-10-25 00:00:00
41,LV-86,False,,False,2020-10-22 09:06:27.400000,,2019-01-10 12:15:21.927000,2019-02-15 10:01:35.297000,2019-02-19 08:57:16.740000,2019-02-20 12:15:43.301000,2019-02-22 07:32:47.159000,2019-03-05 09:51:58.349000,2019-03-28 08:44:18.367000,2019-03-28 09:29:44.880000,2019-04-24 05:58:46.549000,2019-05-06 08:26:12.995000,2019-05-08 08:57:27.857000,2019-05-08 08:57:45.906000,2019-05-08 08:57:55.749000,76,Gemeente Zaanstad,379,Zaanstad,"ZAANSTAD00054, ZAANSTAD00122",4.79747083,52.45082062,G.Molstraat,38,1507 WR,Zaandam,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2019-02-07 00:00:00,2019-03-21 00:00:00,False,2019-02-28 00:00:00,2019-05-07 00:00:00,2019-05-07 00:00:00,PP001939,,2019-05-08 00:00:00
42,LV-88,False,,False,2020-10-22 09:06:27.400000,,2019-01-10 12:33:21.135000,2019-02-18 14:06:42.108000,2019-02-25 12:37:20.792000,2019-02-25 13:27:34.358000,2019-04-25 13:42:30.583000,2019-04-29 07:22:12.046000,2019-04-25 13:43:10.538000,2019-04-29 07:23:00.213000,2019-11-27 07:33:42.588000,2019-11-27 07:33:49.935000,2019-11-27 07:34:03.841000,2020-01-27 08:28:49.714000,2020-07-27 12:41:09.378000,85,De BUCH,319,Bergen (NH.),BERGENNH00011,4.62895205,52.62307399,Jan Dirk z'n Dal,83,1931 DL,Egmond aan Zee,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2019-04-29 00:00:00,2019-06-10 00:00:00,False,2019-04-26 00:00:00,2019-11-25 00:00:00,2019-11-25 00:00:00,PP002080,,2019-11-25 00:00:00
43,LV-89,False,,False,2020-10-22 09:06:27.400000,,2019-01-10 12:36:33.801000,2019-02-15 13:31:04.970000,2019-02-15 13:31:07.958000,2019-02-18 09:05:21.984000,2019-03-28 08:40:21.421000,2019-04-01 09:08:55.483000,2019-05-16 10:58:50.563000,2019-05-20 06:31:11.349000,2019-06-24 12:33:58.534000,2019-06-26 07:25:27.252000,2019-07-10 12:51:44.667000,2019-08-14 09:43:41.372000,2019-07-11 06:26:16.981000,76,Gemeente Zaanstad,379,Zaanstad,ZAANSTAD00043,4.75345141,52.48613052,Ossenven,2,1567 BB,Assendelft,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2019-03-27 00:00:00,2019-05-08 00:00:00,False,2019-03-28 00:00:00,2019-07-09 00:00:00,2019-07-10 00:00:00,PP002030,,2019-07-10 00:00:00
44,LV-90,False,,False,2021-02-24 12:29:51.534000,,2019-01-10 12:39:55.582000,2019-01-10 12:42:46.589000,2019-01-30 12:12:03.495000,2019-02-01 07:55:44.179000,2020-04-15 11:15:36.583000,2020-04-16 07:39:19.119000,2020-04-15 11:15:40.723000,2020-04-16 08:08:01.191000,2020-07-02 10:30:21.249000,2020-08-02 11:42:21.928000,2020-08-18 12:30:47.780000,2020-08-19 12:57:41.414000,2021-02-24 12:29:51.545000,85,De BUCH,364,Uitgeest,UITGEEST00011,4.70513059819013,52.5190251438751,Kleis,4,1911 MG,Uitgeest,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2020-02-19 00:00:00,2020-04-01 00:00:00,False,2020-04-16 00:00:00,2020-08-18 00:00:00,2020-08-18 00:00:00,PP005446,,2020-08-18 00:00:00
45,LV-91,False,,False,2020-10-22 09:06:27.400000,,2019-01-10 13:32:21.288000,2019-02-19 12:26:11.557000,2019-02-19 12:27:30.764000,2019-02-20 12:17:06.094000,2019-03-28 08:41:13.967000,2019-04-01 09:12:06.044000,2019-05-16 10:59:39.903000,2019-05-20 06:31:31.494000,2019-06-28 13:56:00.552000,2019-07-11 12:02:11.354000,2019-08-02 13:26:05.942000,2019-08-14 09:46:03.476000,2020-07-17 07:34:24.404000,76,Gemeente Zaanstad,379,Zaanstad,ZAANSTAD00073,4.7441424,52.46619981,Beemsterstraat,19,1566 WP,Assendelft,False,<nil>,locatie tegenover Beemsterstraat 19,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2019-03-27 00:00:00,2019-05-08 00:00:00,False,2019-03-28 00:00:00,2019-08-01 00:00:00,2019-08-02 00:00:00,PP002127,,2019-08-02 00:00:00
46,LV-92,False,,False,2020-10-22 09:06:27.400000,,2019-01-10 14:06:09.173000,2019-01-10 14:08:25.236000,2019-01-21 12:25:02.971000,2019-01-21 14:02:59.876000,2019-02-22 07:37:25.905000,2019-03-05 09:48:38.492000,2019-03-27 10:42:51.213000,2019-03-27 12:10:47.604000,2019-05-24 07:25:20.626000,2019-06-21 06:20:08.793000,2019-06-20 14:07:01.695000,2019-08-14 09:47:52.404000,2019-06-26 07:25:46.954000,76,Gemeente Zaanstad,379,Zaanstad,ZAANSTAD00067,4.83697357,52.47051598,Bolksbeek,5,1509 EA,Zaandam,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2019-02-13 00:00:00,2019-03-27 00:00:00,False,2019-02-28 00:00:00,2019-06-19 00:00:00,2019-06-20 00:00:00,PP001975,,2019-06-20 00:00:00
47,LV-94,False,,False,2020-10-22 09:06:27.400000,,2019-01-11 12:12:00.353000,2019-01-11 12:13:41.386000,2019-01-16 09:53:24.050000,2019-01-18 11:11:01.110000,2019-03-13 08:06:20.335000,2019-03-19 07:26:21.988000,2019-04-09 06:55:13.916000,2019-04-09 07:41:12.413000,2019-06-28 11:38:19.045000,2019-07-15 07:28:42.050000,2019-07-18 08:51:12.511000,2019-08-14 09:49:20.778000,2019-08-30 08:47:58.026000,25,Gemeente Gooise Meren,307,Gooise Meren,GOOISEMEREN00042,5.15864906402395,52.2696406240552,Iepenlaan,51,1406 PT,Bussum,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2019-02-20 00:00:00,2019-04-03 00:00:00,False,2019-03-14 00:00:00,2019-07-17 00:00:00,2019-07-18 00:00:00,PP002071,,2019-07-18 00:00:00
48,LV-95,False,,False,2020-10-22 09:06:27.400000,,2019-01-11 12:57:25.574000,2019-01-11 13:21:48.022000,2019-01-15 15:33:02.825000,2019-01-16 07:15:58.426000,2019-03-13 08:03:19.341000,2019-03-19 07:28:26.901000,2019-04-09 07:07:45.609000,2019-04-09 07:43:45.767000,2019-06-28 11:56:11.800000,2019-07-15 07:29:07.162000,2019-07-25 07:12:06.311000,2019-08-14 09:51:01.864000,2019-08-30 11:41:15.499000,25,Gemeente Gooise Meren,307,Gooise Meren,GOOISEMEREN00044,5.14630913038114,52.2715834795823,J.F. Evertslaan,20,1406 KP,Bussum,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2019-02-20 00:00:00,2019-04-03 00:00:00,False,2019-03-14 00:00:00,2019-07-22 00:00:00,2019-07-24 00:00:00,PP002066,,2019-07-24 00:00:00
49,LV-96,False,,False,2020-10-22 09:06:27.400000,,2019-01-11 13:23:10.645000,2019-01-11 13:24:59.307000,2019-01-21 12:22:45.883000,2019-01-21 14:06:17.143000,2019-03-19 13:13:08.185000,2019-03-21 12:51:18.062000,2019-05-09 08:46:54.818000,2019-05-13 12:49:20.300000,2019-05-22 06:41:47.140000,2019-06-11 14:22:12.821000,2019-06-07 15:37:01.682000,2019-08-14 09:52:30.724000,2019-07-03 10:50:32.422000,2,Gemeente Alkmaar,311,Alkmaar,ALKMAAR00052,4.75469401,52.61684271,Hadewijchstraat,155,1813 JK,Alkmaar,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2019-03-20 00:00:00,2019-05-03 00:00:00,False,2019-03-20 00:00:00,2019-06-07 00:00:00,2019-06-07 00:00:00,PP001978,,2019-06-07 00:00:00
50,LV-97,False,,False,2020-10-22 09:06:27.400000,,2019-01-11 15:33:44.420000,2019-01-11 15:36:29.539000,2019-01-16 13:57:34.193000,2019-01-18 11:31:31.270000,2019-03-06 13:30:15.177000,2019-03-07 06:53:13.316000,2019-03-06 13:30:31.388000,2019-03-06 13:58:38.098000,2020-01-31 12:07:50.393000,2020-02-03 07:26:03.758000,2020-03-16 08:52:05.648000,2020-08-06 13:19:24.448000,2020-02-26 07:49:22.978000,42,Gemeente Lelystad,167,Lelystad,LELYSTAD00016,5.48662388,52.50906013,Archipel,22 38,8224 GN,Lelystad,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2019-01-16 00:00:00,2019-02-27 00:00:00,False,2019-03-06 00:00:00,2020-02-20 00:00:00,2020-03-16 00:00:00,PP001190S,,2020-08-06 00:00:00
51,LV-104,False,,False,2020-10-22 09:06:27.400000,,2019-01-15 10:49:52.066000,2019-01-29 15:15:12.526000,2019-01-29 15:15:46.538000,2019-01-29 15:16:09.448000,2019-05-06 09:34:17.380000,2019-05-07 14:05:24.272000,2019-05-06 09:34:29.390000,2019-05-06 14:38:02.693000,2019-06-07 07:06:11.291000,2019-09-29 11:52:09.263000,2019-06-20 14:07:14.761000,2019-10-17 14:35:29.204000,2019-09-29 11:53:13.900000,53,Gemeente Purmerend,360,Purmerend,PURMEREND00020,4.96751719347459,52.4880161941116,Bachstraat,4,1447 PW,Purmerend,False,<nil>,Persijnlaan,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2019-02-20 00:00:00,2019-04-03 00:00:00,False,2019-05-07 00:00:00,2019-06-17 00:00:00,2019-06-20 00:00:00,PP001994,,2019-06-20 00:00:00
52,LV-105,False,,False,2020-10-22 09:06:27.400000,,2019-01-15 11:22:32.296000,2019-01-30 12:24:53.806000,2019-01-30 14:10:34.118000,2019-02-01 07:57:01.032000,2019-05-06 09:40:16.477000,2019-05-08 06:09:15.495000,2019-05-06 09:40:31.464000,2019-05-07 05:48:06.614000,2019-06-06 14:22:48.041000,2019-09-29 11:55:06.383000,2019-06-20 14:07:27.465000,2019-10-17 14:37:53.003000,2019-09-29 11:55:16.360000,53,Gemeente Purmerend,360,Purmerend,PURMEREND00022,4.95718143295168,52.5224741837575,Burgemeester D. Kooimanweg,459,1444 BM,Purmerend,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2019-03-12 00:00:00,2019-04-23 00:00:00,False,2019-05-07 00:00:00,2019-06-17 00:00:00,2019-06-20 00:00:00,PP001995,,2019-06-20 00:00:00
53,LV-106,False,,False,2020-10-22 09:06:27.400000,,2019-01-15 14:08:16.602000,2019-01-15 14:31:11.963000,2019-01-31 14:42:15.865000,2019-02-01 07:57:55.974000,2019-02-15 13:45:28.362000,2019-03-05 12:26:26.494000,2019-04-09 07:19:29.119000,2019-04-09 07:44:48.660000,2019-07-31 13:29:43.926000,2019-09-03 14:04:29.669000,2019-09-13 10:43:48.947000,2019-10-17 14:00:42.450000,2020-09-06 18:41:36.609000,25,Gemeente Gooise Meren,307,Gooise Meren,"GOOISEMEREN00045, GOOISEMEREN00104",5.16282042798415,52.2713282309096,Brinklaan,134,1404 GV,Bussum,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2019-02-20 00:00:00,2019-04-03 00:00:00,False,2019-02-25 00:00:00,2019-09-12 00:00:00,2019-09-13 00:00:00,PP002121,,2019-09-13 00:00:00
54,LV-108,False,,False,2020-10-22 09:06:27.400000,,2019-01-17 10:42:53.563000,2019-02-18 10:02:39.345000,2019-02-25 12:20:36.974000,2019-02-25 13:32:04.952000,2019-03-19 10:37:01.212000,2019-03-25 08:54:35.302000,2019-04-30 07:15:56.529000,2019-04-30 07:26:40.370000,2019-06-28 13:56:49.119000,2020-01-27 12:12:50.333000,2019-08-02 16:07:54.832000,2020-01-23 10:25:13.084000,2020-01-27 12:12:51.597000,24,Gemeente Enkhuizen,328,Enkhuizen,ENKHUIZEN00007,5.28628348170162,52.7013270024875,Waaigat,44,1601 CP,Enkhuizen,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2019-03-19 00:00:00,2019-04-30 00:00:00,False,2019-03-22 00:00:00,2019-08-02 00:00:00,2019-08-02 00:00:00,PP002124,,2019-08-02 00:00:00
55,LV-111,False,,False,2020-10-22 09:06:27.400000,,2019-01-17 14:00:18.762000,2019-01-17 14:04:31.519000,2019-01-28 10:18:58.111000,2019-01-28 10:49:09.702000,2019-03-28 07:52:10.373000,2019-04-01 09:12:52.018000,2019-05-22 10:13:50.117000,2019-05-22 11:42:05.807000,2019-06-07 15:38:21.670000,2019-06-26 07:26:03.267000,2019-06-21 15:15:50.169000,2019-08-14 09:54:10.596000,2019-06-26 07:36:28.571000,76,Gemeente Zaanstad,379,Zaanstad,"ZAANSTAD00076, ZAANSTAD00085",4.80934756,52.43765665,Letterhout,97,1507 EG,Zaandam,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2019-03-27 00:00:00,2019-05-15 00:00:00,False,2019-03-28 00:00:00,2019-06-21 00:00:00,2019-06-21 00:00:00,PP001986,,2019-06-21 00:00:00
56,LV-112,False,In afwachting behandeling bezwaar. Er lijkt geen beter alternatief in omgeving,True,2020-10-22 09:06:27.400000,,2019-01-17 16:52:26.866000,2019-01-29 12:09:41.022000,2019-02-07 07:27:43.382000,2019-02-07 12:22:54.212000,2019-03-28 12:27:57.180000,2019-04-04 06:27:07.815000,2019-09-04 07:18:56.403000,2019-09-04 08:44:26.224000,2020-04-02 09:28:33.375000,2020-04-20 11:55:33.795000,2020-04-16 15:04:56.265000,2020-04-17 14:21:09.415000,2020-07-07 08:47:22.006000,3,Gemeente Almere,165,Almere,"ALMERE00102, ALMERE00143",5.19450463519526,52.3812611831241,Sjalotpad,1,1313 JC,Almere,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2019-03-19 00:00:00,2019-05-03 00:00:00,False,2019-04-01 00:00:00,2020-04-08 00:00:00,2020-04-09 00:00:00,PP004163,,2020-04-09 00:00:00
57,LV-113,False,er zijn meerdere bezwaren die eerst afgehandeld moeten worden.,True,2020-10-22 09:06:27.400000,,2019-01-17 19:56:31.694000,2019-01-29 12:11:31.411000,2019-02-07 07:29:02.253000,2019-02-07 12:23:58.278000,2019-03-20 12:12:29.699000,2019-03-25 07:20:11.333000,2019-10-07 14:55:40.661000,2019-10-08 13:48:32.097000,2019-10-24 08:30:56.336000,2019-12-23 09:20:02.836000,2019-11-18 09:04:23.947000,2020-01-06 15:25:44.222000,2020-01-06 15:18:01.755000,3,Gemeente Almere,165,Almere,"ALMERE00111, ALMERE00370",5.30002893633515,52.4001743151725,Corsicastraat,86,1339 WT,Almere,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,True,,,2019-03-19 00:00:00,2019-05-02 00:00:00,False,2019-03-22 00:00:00,2019-11-18 00:00:00,2019-11-18 00:00:00,PP004161,,2019-11-19 00:00:00
